Before the meeting , Mary wrote down the following lists of words . One was : patience , notion , movie . And the other : movie , patience , notion .
Before the meeting , Mary wrote down the following lists of words . One was : daughter , bubble , colour , product , echo , pepper , fountain , music , oven , patient . And the other : product , patient , fountain , pepper , bubble , oven , daughter , music , echo , colour .
Before the meeting , Mary wrote down the following lists of words . One was : patient , daughter , bubble , colour , product , echo , pepper , fountain , music , oven . And the other : bubble , patient , music , product , oven , daughter , fountain , pepper , echo , colour .
Before the meeting , Mary wrote down the following lists of words . One was : village , shipping , beauty , football , merit , autumn , lumber , research , resort , rival . And the other : merit , research , village , beauty , resort , football , shipping , lumber , rival , autumn .
Before the meeting , Mary wrote down the following lists of words . One was : rival , village , shipping , beauty , football , merit , autumn , lumber , research , resort . And the other : merit , autumn , beauty , rival , village , resort , research , lumber , football , shipping .
Before the meeting , Mary wrote down the following lists of words . One was : resort , rival , village , shipping , beauty , football , merit , autumn , lumber , research . And the other : resort , shipping , village , merit , beauty , rival , football , lumber , research , autumn .
Before the meeting , Mary wrote down the following lists of words . One was : research , resort , rival , village , shipping , beauty , football , merit , autumn , lumber . And the other : beauty , autumn , merit , football , research , lumber , resort , rival , shipping , village .
Before the meeting , Mary wrote down the following lists of words . One was : lumber , research , resort , rival , village , shipping , beauty , football , merit , autumn . And the other : rival , research , beauty , autumn , shipping , lumber , merit , village , football , resort .
Before the meeting , Mary wrote down the following lists of words . One was : autumn , lumber , research , resort , rival , village , shipping , beauty , football , merit . And the other : rival , resort , shipping , autumn , merit , football , village , research , lumber , beauty .
Before the meeting , Mary wrote down the following lists of words . One was : merit , autumn , lumber , research , resort , rival , village , shipping , beauty , football . And the other : research , beauty , lumber , village , football , resort , shipping , autumn , merit , rival .
Before the meeting , Mary wrote down the following lists of words . One was : football , merit , autumn , lumber , research , resort , rival , village , shipping , beauty . And the other : autumn , village , rival , merit , football , shipping , lumber , beauty , research , resort .
Before the meeting , Mary wrote down the following lists of words . One was : beauty , football , merit , autumn , lumber , research , resort , rival , village , shipping . And the other : autumn , rival , lumber , village , shipping , beauty , research , football , resort , merit .
Before the meeting , Mary wrote down the following lists of words . One was : shipping , beauty , football , merit , autumn , lumber , research , resort , rival , village . And the other : rival , resort , village , beauty , research , football , autumn , merit , lumber , shipping .
Before the meeting , Mary wrote down the following lists of words . One was : county , muscle , vapor , shepherd , sickness , herald , value , mission , finger , building . And the other : shepherd , finger , vapor , mission , sickness , value , muscle , herald , county , building .
Before the meeting , Mary wrote down the following lists of words . One was : building , county , muscle , vapor , shepherd , sickness , herald , value , mission , finger . And the other : sickness , vapor , value , mission , shepherd , muscle , county , building , herald , finger .
Before the meeting , Mary wrote down the following lists of words . One was : finger , building , county , muscle , vapor , shepherd , sickness , herald , value , mission . And the other : county , mission , muscle , vapor , shepherd , finger , herald , building , sickness , value .
Before the meeting , Mary wrote down the following lists of words . One was : mission , finger , building , county , muscle , vapor , shepherd , sickness , herald , value . And the other : shepherd , finger , value , muscle , herald , vapor , building , sickness , mission , county .
Before the meeting , Mary wrote down the following lists of words . One was : value , mission , finger , building , county , muscle , vapor , shepherd , sickness , herald . And the other : county , vapor , value , finger , mission , building , muscle , herald , shepherd , sickness .
Before the meeting , Mary wrote down the following lists of words . One was : herald , value , mission , finger , building , county , muscle , vapor , shepherd , sickness . And the other : herald , county , value , finger , vapor , muscle , mission , shepherd , sickness , building .
Before the meeting , Mary wrote down the following lists of words . One was : sickness , herald , value , mission , finger , building , county , muscle , vapor , shepherd . And the other : herald , building , county , shepherd , finger , value , muscle , mission , sickness , vapor .
Before the meeting , Mary wrote down the following lists of words . One was : shepherd , sickness , herald , value , mission , finger , building , county , muscle , vapor . And the other : herald , sickness , muscle , shepherd , mission , value , county , finger , building , vapor .
Before the meeting , Mary wrote down the following lists of words . One was : vapor , shepherd , sickness , herald , value , mission , finger , building , county , muscle . And the other : sickness , finger , mission , shepherd , building , vapor , value , herald , muscle , county .
Before the meeting , Mary wrote down the following lists of words . One was : muscle , vapor , shepherd , sickness , herald , value , mission , finger , building , county . And the other : finger , muscle , value , building , shepherd , sickness , vapor , county , mission , herald .
Before the meeting , Mary wrote down the following lists of words . One was : iron , onion , opera , attack , prison , butter , interest , colonel , commerce , beggar . And the other : opera , interest , prison , commerce , onion , iron , butter , attack , beggar , colonel .
Before the meeting , Mary wrote down the following lists of words . One was : beggar , iron , onion , opera , attack , prison , butter , interest , colonel , commerce . And the other : opera , iron , butter , commerce , prison , interest , attack , onion , colonel , beggar .
Before the meeting , Mary wrote down the following lists of words . One was : commerce , beggar , iron , onion , opera , attack , prison , butter , interest , colonel . And the other : beggar , commerce , interest , onion , attack , colonel , iron , opera , prison , butter .
Before the meeting , Mary wrote down the following lists of words . One was : colonel , commerce , beggar , iron , onion , opera , attack , prison , butter , interest . And the other : butter , commerce , attack , prison , interest , colonel , opera , onion , beggar , iron .
Before the meeting , Mary wrote down the following lists of words . One was : interest , colonel , commerce , beggar , iron , onion , opera , attack , prison , butter . And the other : beggar , onion , butter , commerce , colonel , interest , opera , iron , prison , attack .
Before the meeting , Mary wrote down the following lists of words . One was : butter , interest , colonel , commerce , beggar , iron , onion , opera , attack , prison . And the other : iron , opera , colonel , butter , onion , attack , commerce , interest , prison , beggar .
Before the meeting , Mary wrote down the following lists of words . One was : prison , butter , interest , colonel , commerce , beggar , iron , onion , opera , attack . And the other : attack , opera , butter , onion , commerce , interest , beggar , colonel , iron , prison .
Before the meeting , Mary wrote down the following lists of words . One was : attack , prison , butter , interest , colonel , commerce , beggar , iron , onion , opera . And the other : colonel , onion , commerce , opera , butter , interest , attack , iron , prison , beggar .
Before the meeting , Mary wrote down the following lists of words . One was : opera , attack , prison , butter , interest , colonel , commerce , beggar , iron , onion . And the other : prison , commerce , colonel , butter , opera , attack , beggar , iron , interest , onion .
Before the meeting , Mary wrote down the following lists of words . One was : onion , opera , attack , prison , butter , interest , colonel , commerce , beggar , iron . And the other : commerce , prison , butter , iron , interest , onion , attack , opera , beggar , colonel .
Before the meeting , Mary wrote down the following lists of words . One was : blanket , marriage , ticket , baby , treasure , event , weakness , cottage , cotton , judgment . And the other : weakness , baby , ticket , cotton , cottage , treasure , judgment , blanket , event , marriage .
Before the meeting , Mary wrote down the following lists of words . One was : judgment , blanket , marriage , ticket , baby , treasure , event , weakness , cottage , cotton . And the other : ticket , marriage , weakness , event , cottage , blanket , baby , cotton , judgment , treasure .
Before the meeting , Mary wrote down the following lists of words . One was : cotton , judgment , blanket , marriage , ticket , baby , treasure , event , weakness , cottage . And the other : baby , event , cotton , marriage , treasure , cottage , weakness , blanket , judgment , ticket .
Before the meeting , Mary wrote down the following lists of words . One was : cottage , cotton , judgment , blanket , marriage , ticket , baby , treasure , event , weakness . And the other : cottage , weakness , ticket , cotton , blanket , marriage , baby , judgment , treasure , event .
Before the meeting , Mary wrote down the following lists of words . One was : weakness , cottage , cotton , judgment , blanket , marriage , ticket , baby , treasure , event . And the other : judgment , ticket , weakness , treasure , blanket , cotton , cottage , event , baby , marriage .
Before the meeting , Mary wrote down the following lists of words . One was : event , weakness , cottage , cotton , judgment , blanket , marriage , ticket , baby , treasure . And the other : blanket , baby , event , cottage , marriage , judgment , ticket , weakness , cotton , treasure .
Before the meeting , Mary wrote down the following lists of words . One was : treasure , event , weakness , cottage , cotton , judgment , blanket , marriage , ticket , baby . And the other : blanket , weakness , ticket , judgment , treasure , baby , cotton , marriage , cottage , event .
Before the meeting , Mary wrote down the following lists of words . One was : baby , treasure , event , weakness , cottage , cotton , judgment , blanket , marriage , ticket . And the other : blanket , event , ticket , judgment , weakness , cottage , marriage , baby , treasure , cotton .
Before the meeting , Mary wrote down the following lists of words . One was : ticket , baby , treasure , event , weakness , cottage , cotton , judgment , blanket , marriage . And the other : cottage , blanket , marriage , judgment , weakness , cotton , ticket , treasure , baby , event .
Before the meeting , Mary wrote down the following lists of words . One was : marriage , ticket , baby , treasure , event , weakness , cottage , cotton , judgment , blanket . And the other : cotton , cottage , judgment , baby , weakness , blanket , treasure , marriage , event , ticket .
Before the meeting , Mary wrote down the following lists of words . One was : summer , bottom , meaning , campaign , voyage , cannon , helmet , thunder , hatred , stanza . And the other : meaning , thunder , hatred , summer , bottom , campaign , stanza , voyage , helmet , cannon .
Before the meeting , Mary wrote down the following lists of words . One was : stanza , summer , bottom , meaning , campaign , voyage , cannon , helmet , thunder , hatred . And the other : stanza , summer , voyage , thunder , hatred , cannon , meaning , helmet , bottom , campaign .
Before the meeting , Mary wrote down the following lists of words . One was : hatred , stanza , summer , bottom , meaning , campaign , voyage , cannon , helmet , thunder . And the other : helmet , voyage , summer , stanza , thunder , meaning , cannon , bottom , campaign , hatred .
Before the meeting , Mary wrote down the following lists of words . One was : thunder , hatred , stanza , summer , bottom , meaning , campaign , voyage , cannon , helmet . And the other : hatred , cannon , thunder , stanza , voyage , meaning , summer , bottom , campaign , helmet .
Before the meeting , Mary wrote down the following lists of words . One was : helmet , thunder , hatred , stanza , summer , bottom , meaning , campaign , voyage , cannon . And the other : cannon , thunder , voyage , helmet , summer , campaign , stanza , meaning , hatred , bottom .
Before the meeting , Mary wrote down the following lists of words . One was : cannon , helmet , thunder , hatred , stanza , summer , bottom , meaning , campaign , voyage . And the other : stanza , campaign , voyage , helmet , meaning , cannon , hatred , bottom , summer , thunder .
Before the meeting , Mary wrote down the following lists of words . One was : voyage , cannon , helmet , thunder , hatred , stanza , summer , bottom , meaning , campaign . And the other : thunder , cannon , helmet , campaign , voyage , bottom , summer , hatred , meaning , stanza .
Before the meeting , Mary wrote down the following lists of words . One was : campaign , voyage , cannon , helmet , thunder , hatred , stanza , summer , bottom , meaning . And the other : hatred , voyage , thunder , meaning , campaign , helmet , cannon , summer , stanza , bottom .
Before the meeting , Mary wrote down the following lists of words . One was : meaning , campaign , voyage , cannon , helmet , thunder , hatred , stanza , summer , bottom . And the other : hatred , voyage , helmet , bottom , cannon , campaign , summer , meaning , thunder , stanza .
Before the meeting , Mary wrote down the following lists of words . One was : bottom , meaning , campaign , voyage , cannon , helmet , thunder , hatred , stanza , summer . And the other : voyage , thunder , helmet , meaning , hatred , summer , cannon , campaign , bottom , stanza .
Before the meeting , Mary wrote down the following lists of words . One was : effort , province , parcel , temple , river , major , meeting , career , bargain , chimney . And the other : temple , effort , meeting , chimney , province , river , major , bargain , career , parcel .
Before the meeting , Mary wrote down the following lists of words . One was : chimney , effort , province , parcel , temple , river , major , meeting , career , bargain . And the other : bargain , parcel , river , temple , province , major , meeting , career , chimney , effort .
Before the meeting , Mary wrote down the following lists of words . One was : bargain , chimney , effort , province , parcel , temple , river , major , meeting , career . And the other : major , career , chimney , meeting , effort , parcel , river , province , bargain , temple .
Before the meeting , Mary wrote down the following lists of words . One was : career , bargain , chimney , effort , province , parcel , temple , river , major , meeting . And the other : river , career , effort , major , chimney , parcel , bargain , temple , province , meeting .
Before the meeting , Mary wrote down the following lists of words . One was : meeting , career , bargain , chimney , effort , province , parcel , temple , river , major . And the other : meeting , chimney , province , river , parcel , effort , major , temple , bargain , career .
Before the meeting , Mary wrote down the following lists of words . One was : major , meeting , career , bargain , chimney , effort , province , parcel , temple , river . And the other : river , career , bargain , major , temple , effort , province , chimney , parcel , meeting .
Before the meeting , Mary wrote down the following lists of words . One was : river , major , meeting , career , bargain , chimney , effort , province , parcel , temple . And the other : parcel , bargain , river , career , effort , temple , chimney , province , meeting , major .
Before the meeting , Mary wrote down the following lists of words . One was : temple , river , major , meeting , career , bargain , chimney , effort , province , parcel . And the other : career , chimney , river , major , meeting , province , effort , temple , parcel , bargain .
Before the meeting , Mary wrote down the following lists of words . One was : parcel , temple , river , major , meeting , career , bargain , chimney , effort , province . And the other : chimney , career , province , parcel , river , effort , meeting , temple , major , bargain .
Before the meeting , Mary wrote down the following lists of words . One was : province , parcel , temple , river , major , meeting , career , bargain , chimney , effort . And the other : river , major , career , parcel , meeting , chimney , temple , bargain , province , effort .
Before the meeting , Mary wrote down the following lists of words . One was : acre , fortune , motive , question , service , minute , tiger , author , sorrow , parlor . And the other : tiger , motive , service , author , acre , fortune , question , sorrow , parlor , minute .
Before the meeting , Mary wrote down the following lists of words . One was : parlor , acre , fortune , motive , question , service , minute , tiger , author , sorrow . And the other : tiger , acre , parlor , motive , question , fortune , author , minute , sorrow , service .
Before the meeting , Mary wrote down the following lists of words . One was : sorrow , parlor , acre , fortune , motive , question , service , minute , tiger , author . And the other : author , sorrow , tiger , motive , fortune , service , question , minute , parlor , acre .
Before the meeting , Mary wrote down the following lists of words . One was : author , sorrow , parlor , acre , fortune , motive , question , service , minute , tiger . And the other : motive , sorrow , service , acre , tiger , minute , parlor , author , fortune , question .
Before the meeting , Mary wrote down the following lists of words . One was : tiger , author , sorrow , parlor , acre , fortune , motive , question , service , minute . And the other : service , fortune , motive , parlor , tiger , acre , author , minute , question , sorrow .
Before the meeting , Mary wrote down the following lists of words . One was : minute , tiger , author , sorrow , parlor , acre , fortune , motive , question , service . And the other : author , question , tiger , parlor , minute , sorrow , acre , service , fortune , motive .
Before the meeting , Mary wrote down the following lists of words . One was : service , minute , tiger , author , sorrow , parlor , acre , fortune , motive , question . And the other : question , service , motive , parlor , acre , minute , tiger , sorrow , fortune , author .
Before the meeting , Mary wrote down the following lists of words . One was : question , service , minute , tiger , author , sorrow , parlor , acre , fortune , motive . And the other : acre , question , author , fortune , parlor , motive , minute , sorrow , tiger , service .
Before the meeting , Mary wrote down the following lists of words . One was : motive , question , service , minute , tiger , author , sorrow , parlor , acre , fortune . And the other : tiger , acre , minute , question , sorrow , motive , author , parlor , fortune , service .
Before the meeting , Mary wrote down the following lists of words . One was : fortune , motive , question , service , minute , tiger , author , sorrow , parlor , acre . And the other : sorrow , acre , question , author , motive , parlor , service , tiger , minute , fortune .
Before the meeting , Mary wrote down the following lists of words . One was : motor , lawyer , powder , habit , mountain , district , learning , leather , hero , water . And the other : lawyer , mountain , leather , water , powder , district , hero , motor , habit , learning .
Before the meeting , Mary wrote down the following lists of words . One was : water , motor , lawyer , powder , habit , mountain , district , learning , leather , hero . And the other : water , motor , mountain , hero , learning , powder , leather , lawyer , habit , district .
Before the meeting , Mary wrote down the following lists of words . One was : hero , water , motor , lawyer , powder , habit , mountain , district , learning , leather . And the other : learning , mountain , hero , district , powder , leather , water , lawyer , habit , motor .
Before the meeting , Mary wrote down the following lists of words . One was : leather , hero , water , motor , lawyer , powder , habit , mountain , district , learning . And the other : leather , learning , mountain , hero , water , lawyer , habit , district , motor , powder .
Before the meeting , Mary wrote down the following lists of words . One was : learning , leather , hero , water , motor , lawyer , powder , habit , mountain , district . And the other : lawyer , motor , leather , water , learning , habit , mountain , district , hero , powder .
Before the meeting , Mary wrote down the following lists of words . One was : district , learning , leather , hero , water , motor , lawyer , powder , habit , mountain . And the other : motor , powder , mountain , lawyer , habit , hero , water , district , leather , learning .
Before the meeting , Mary wrote down the following lists of words . One was : mountain , district , learning , leather , hero , water , motor , lawyer , powder , habit . And the other : water , hero , leather , powder , habit , lawyer , learning , motor , mountain , district .
Before the meeting , Mary wrote down the following lists of words . One was : habit , mountain , district , learning , leather , hero , water , motor , lawyer , powder . And the other : mountain , habit , leather , hero , motor , powder , lawyer , water , district , learning .
Before the meeting , Mary wrote down the following lists of words . One was : powder , habit , mountain , district , learning , leather , hero , water , motor , lawyer . And the other : habit , motor , lawyer , powder , learning , mountain , hero , leather , water , district .
Before the meeting , Mary wrote down the following lists of words . One was : lawyer , powder , habit , mountain , district , learning , leather , hero , water , motor . And the other : motor , hero , powder , leather , water , learning , habit , mountain , district , lawyer .
Before the meeting , Mary wrote down the following lists of words . One was : orange , letter , acid , stocking , olive , garden , feeling , motion , compass , model . And the other : letter , orange , garden , feeling , acid , model , compass , motion , olive , stocking .
Before the meeting , Mary wrote down the following lists of words . One was : model , orange , letter , acid , stocking , olive , garden , feeling , motion , compass . And the other : compass , motion , acid , letter , stocking , feeling , orange , garden , model , olive .
Before the meeting , Mary wrote down the following lists of words . One was : compass , model , orange , letter , acid , stocking , olive , garden , feeling , motion . And the other : compass , letter , stocking , orange , feeling , model , acid , olive , garden , motion .
Before the meeting , Mary wrote down the following lists of words . One was : motion , compass , model , orange , letter , acid , stocking , olive , garden , feeling . And the other : letter , garden , orange , compass , acid , feeling , olive , motion , model , stocking .
Before the meeting , Mary wrote down the following lists of words . One was : feeling , motion , compass , model , orange , letter , acid , stocking , olive , garden . And the other : feeling , acid , orange , garden , olive , model , stocking , compass , motion , letter .
Before the meeting , Mary wrote down the following lists of words . One was : garden , feeling , motion , compass , model , orange , letter , acid , stocking , olive . And the other : acid , motion , compass , garden , stocking , olive , feeling , letter , model , orange .
Before the meeting , Mary wrote down the following lists of words . One was : olive , garden , feeling , motion , compass , model , orange , letter , acid , stocking . And the other : motion , model , letter , orange , olive , compass , stocking , feeling , garden , acid .
Before the meeting , Mary wrote down the following lists of words . One was : stocking , olive , garden , feeling , motion , compass , model , orange , letter , acid . And the other : letter , orange , acid , model , olive , stocking , garden , feeling , motion , compass .
Before the meeting , Mary wrote down the following lists of words . One was : acid , stocking , olive , garden , feeling , motion , compass , model , orange , letter . And the other : orange , compass , letter , stocking , olive , model , feeling , motion , garden , acid .
Before the meeting , Mary wrote down the following lists of words . One was : letter , acid , stocking , olive , garden , feeling , motion , compass , model , orange . And the other : motion , orange , olive , compass , feeling , stocking , acid , letter , model , garden .
Before the meeting , Mary wrote down the following lists of words . One was : island , theory , person , season , supper , reason , patent , picture , custom , twilight . And the other : custom , person , theory , patent , twilight , reason , season , island , picture , supper .
Before the meeting , Mary wrote down the following lists of words . One was : twilight , island , theory , person , season , supper , reason , patent , picture , custom . And the other : island , picture , season , supper , custom , person , twilight , theory , reason , patent .
Before the meeting , Mary wrote down the following lists of words . One was : custom , twilight , island , theory , person , season , supper , reason , patent , picture . And the other : patent , island , twilight , picture , theory , season , custom , person , supper , reason .
Before the meeting , Mary wrote down the following lists of words . One was : picture , custom , twilight , island , theory , person , season , supper , reason , patent . And the other : theory , supper , season , island , picture , twilight , reason , person , patent , custom .
Before the meeting , Mary wrote down the following lists of words . One was : patent , picture , custom , twilight , island , theory , person , season , supper , reason . And the other : season , reason , supper , theory , picture , person , island , custom , patent , twilight .
Before the meeting , Mary wrote down the following lists of words . One was : reason , patent , picture , custom , twilight , island , theory , person , season , supper . And the other : supper , person , season , twilight , picture , reason , island , custom , theory , patent .
Before the meeting , Mary wrote down the following lists of words . One was : supper , reason , patent , picture , custom , twilight , island , theory , person , season . And the other : theory , reason , season , island , person , supper , custom , patent , twilight , picture .
Before the meeting , Mary wrote down the following lists of words . One was : season , supper , reason , patent , picture , custom , twilight , island , theory , person . And the other : theory , custom , season , twilight , island , supper , reason , picture , patent , person .
Before the meeting , Mary wrote down the following lists of words . One was : person , season , supper , reason , patent , picture , custom , twilight , island , theory . And the other : reason , patent , person , island , twilight , season , picture , supper , theory , custom .
Before the meeting , Mary wrote down the following lists of words . One was : theory , person , season , supper , reason , patent , picture , custom , twilight , island . And the other : island , custom , person , reason , supper , theory , picture , twilight , season , patent .
Before the meeting , Mary wrote down the following lists of words . One was : dragon , pillow , aspect , chairman , marble , horror , justice , danger , bedroom , canal . And the other : pillow , dragon , canal , danger , justice , aspect , horror , chairman , marble , bedroom .
Before the meeting , Mary wrote down the following lists of words . One was : canal , dragon , pillow , aspect , chairman , marble , horror , justice , danger , bedroom . And the other : horror , pillow , bedroom , justice , aspect , marble , chairman , dragon , danger , canal .
Before the meeting , Mary wrote down the following lists of words . One was : bedroom , canal , dragon , pillow , aspect , chairman , marble , horror , justice , danger . And the other : chairman , marble , dragon , bedroom , aspect , horror , pillow , justice , canal , danger .
Before the meeting , Mary wrote down the following lists of words . One was : danger , bedroom , canal , dragon , pillow , aspect , chairman , marble , horror , justice . And the other : aspect , dragon , canal , bedroom , horror , pillow , chairman , danger , marble , justice .
Before the meeting , Mary wrote down the following lists of words . One was : justice , danger , bedroom , canal , dragon , pillow , aspect , chairman , marble , horror . And the other : aspect , dragon , danger , bedroom , canal , justice , horror , marble , pillow , chairman .
Before the meeting , Mary wrote down the following lists of words . One was : horror , justice , danger , bedroom , canal , dragon , pillow , aspect , chairman , marble . And the other : danger , horror , marble , pillow , aspect , dragon , canal , chairman , justice , bedroom .
Before the meeting , Mary wrote down the following lists of words . One was : marble , horror , justice , danger , bedroom , canal , dragon , pillow , aspect , chairman . And the other : aspect , horror , dragon , canal , danger , chairman , justice , marble , bedroom , pillow .
Before the meeting , Mary wrote down the following lists of words . One was : chairman , marble , horror , justice , danger , bedroom , canal , dragon , pillow , aspect . And the other : marble , justice , bedroom , dragon , canal , chairman , pillow , danger , horror , aspect .
Before the meeting , Mary wrote down the following lists of words . One was : aspect , chairman , marble , horror , justice , danger , bedroom , canal , dragon , pillow . And the other : justice , chairman , marble , bedroom , dragon , danger , aspect , horror , canal , pillow .
Before the meeting , Mary wrote down the following lists of words . One was : pillow , aspect , chairman , marble , horror , justice , danger , bedroom , canal , dragon . And the other : marble , dragon , aspect , bedroom , canal , pillow , justice , horror , danger , chairman .
Before the meeting , Mary wrote down the following lists of words . One was : writing , pocket , training , circuit , cousin , chapter , quarter , button , turkey , surface . And the other : writing , button , training , surface , chapter , circuit , cousin , quarter , turkey , pocket .
Before the meeting , Mary wrote down the following lists of words . One was : surface , writing , pocket , training , circuit , cousin , chapter , quarter , button , turkey . And the other : chapter , writing , cousin , pocket , button , circuit , quarter , turkey , training , surface .
Before the meeting , Mary wrote down the following lists of words . One was : turkey , surface , writing , pocket , training , circuit , cousin , chapter , quarter , button . And the other : quarter , turkey , surface , button , circuit , cousin , writing , training , pocket , chapter .
Before the meeting , Mary wrote down the following lists of words . One was : button , turkey , surface , writing , pocket , training , circuit , cousin , chapter , quarter . And the other : chapter , surface , pocket , button , cousin , training , turkey , circuit , writing , quarter .
Before the meeting , Mary wrote down the following lists of words . One was : quarter , button , turkey , surface , writing , pocket , training , circuit , cousin , chapter . And the other : cousin , quarter , training , surface , turkey , pocket , circuit , writing , chapter , button .
Before the meeting , Mary wrote down the following lists of words . One was : chapter , quarter , button , turkey , surface , writing , pocket , training , circuit , cousin . And the other : writing , button , circuit , chapter , turkey , quarter , surface , training , cousin , pocket .
Before the meeting , Mary wrote down the following lists of words . One was : cousin , chapter , quarter , button , turkey , surface , writing , pocket , training , circuit . And the other : cousin , button , training , circuit , pocket , writing , chapter , surface , turkey , quarter .
Before the meeting , Mary wrote down the following lists of words . One was : circuit , cousin , chapter , quarter , button , turkey , surface , writing , pocket , training . And the other : cousin , writing , chapter , button , quarter , surface , turkey , circuit , pocket , training .
Before the meeting , Mary wrote down the following lists of words . One was : training , circuit , cousin , chapter , quarter , button , turkey , surface , writing , pocket . And the other : quarter , pocket , writing , chapter , training , circuit , button , surface , turkey , cousin .
Before the meeting , Mary wrote down the following lists of words . One was : pocket , training , circuit , cousin , chapter , quarter , button , turkey , surface , writing . And the other : circuit , writing , training , quarter , surface , pocket , button , chapter , turkey , cousin .
Before the meeting , Mary wrote down the following lists of words . One was : sailor , matter , darkness , scatter , captain , tunnel , method , wagon , effect , arrow . And the other : sailor , arrow , scatter , method , darkness , matter , effect , tunnel , captain , wagon .
Before the meeting , Mary wrote down the following lists of words . One was : arrow , sailor , matter , darkness , scatter , captain , tunnel , method , wagon , effect . And the other : effect , tunnel , scatter , captain , wagon , matter , method , sailor , arrow , darkness .
Before the meeting , Mary wrote down the following lists of words . One was : effect , arrow , sailor , matter , darkness , scatter , captain , tunnel , method , wagon . And the other : darkness , wagon , effect , scatter , arrow , method , sailor , tunnel , captain , matter .
Before the meeting , Mary wrote down the following lists of words . One was : wagon , effect , arrow , sailor , matter , darkness , scatter , captain , tunnel , method . And the other : method , tunnel , sailor , effect , scatter , wagon , arrow , captain , matter , darkness .
Before the meeting , Mary wrote down the following lists of words . One was : method , wagon , effect , arrow , sailor , matter , darkness , scatter , captain , tunnel . And the other : sailor , effect , arrow , captain , wagon , method , matter , darkness , scatter , tunnel .
Before the meeting , Mary wrote down the following lists of words . One was : tunnel , method , wagon , effect , arrow , sailor , matter , darkness , scatter , captain . And the other : tunnel , scatter , captain , method , matter , darkness , wagon , effect , arrow , sailor .
Before the meeting , Mary wrote down the following lists of words . One was : captain , tunnel , method , wagon , effect , arrow , sailor , matter , darkness , scatter . And the other : sailor , tunnel , method , scatter , darkness , wagon , arrow , captain , matter , effect .
Before the meeting , Mary wrote down the following lists of words . One was : scatter , captain , tunnel , method , wagon , effect , arrow , sailor , matter , darkness . And the other : matter , captain , arrow , sailor , method , scatter , tunnel , effect , wagon , darkness .
Before the meeting , Mary wrote down the following lists of words . One was : darkness , scatter , captain , tunnel , method , wagon , effect , arrow , sailor , matter . And the other : tunnel , method , wagon , scatter , darkness , sailor , captain , arrow , matter , effect .
Before the meeting , Mary wrote down the following lists of words . One was : matter , darkness , scatter , captain , tunnel , method , wagon , effect , arrow , sailor . And the other : captain , darkness , sailor , scatter , arrow , wagon , effect , method , matter , tunnel .
Before the meeting , Mary wrote down the following lists of words . One was : image , butcher , anchor , scholar , compound , tribute , victim , lily , witness , widow . And the other : anchor , compound , lily , witness , tribute , widow , scholar , butcher , victim , image .
Before the meeting , Mary wrote down the following lists of words . One was : widow , image , butcher , anchor , scholar , compound , tribute , victim , lily , witness . And the other : witness , tribute , butcher , compound , anchor , lily , image , scholar , widow , victim .
Before the meeting , Mary wrote down the following lists of words . One was : witness , widow , image , butcher , anchor , scholar , compound , tribute , victim , lily . And the other : image , tribute , victim , widow , scholar , anchor , butcher , compound , lily , witness .
Before the meeting , Mary wrote down the following lists of words . One was : lily , witness , widow , image , butcher , anchor , scholar , compound , tribute , victim . And the other : scholar , victim , image , compound , widow , lily , anchor , tribute , butcher , witness .
Before the meeting , Mary wrote down the following lists of words . One was : victim , lily , witness , widow , image , butcher , anchor , scholar , compound , tribute . And the other : butcher , witness , widow , compound , scholar , tribute , image , lily , anchor , victim .
Before the meeting , Mary wrote down the following lists of words . One was : tribute , victim , lily , witness , widow , image , butcher , anchor , scholar , compound . And the other : scholar , image , victim , widow , anchor , lily , compound , tribute , witness , butcher .
Before the meeting , Mary wrote down the following lists of words . One was : compound , tribute , victim , lily , witness , widow , image , butcher , anchor , scholar . And the other : tribute , widow , compound , witness , scholar , victim , butcher , anchor , lily , image .
Before the meeting , Mary wrote down the following lists of words . One was : scholar , compound , tribute , victim , lily , witness , widow , image , butcher , anchor . And the other : compound , scholar , witness , tribute , widow , butcher , lily , victim , anchor , image .
Before the meeting , Mary wrote down the following lists of words . One was : anchor , scholar , compound , tribute , victim , lily , witness , widow , image , butcher . And the other : victim , tribute , lily , witness , anchor , butcher , compound , widow , scholar , image .
Before the meeting , Mary wrote down the following lists of words . One was : butcher , anchor , scholar , compound , tribute , victim , lily , witness , widow , image . And the other : scholar , butcher , witness , widow , lily , anchor , compound , victim , image , tribute .
Before the meeting , Mary wrote down the following lists of words . One was : candy , window , detail , ocean , program , traffic , feather , array , pilot , silence . And the other : ocean , silence , candy , program , array , pilot , detail , feather , window , traffic .
Before the meeting , Mary wrote down the following lists of words . One was : silence , candy , window , detail , ocean , program , traffic , feather , array , pilot . And the other : pilot , silence , feather , candy , detail , window , traffic , array , ocean , program .
Before the meeting , Mary wrote down the following lists of words . One was : pilot , silence , candy , window , detail , ocean , program , traffic , feather , array . And the other : traffic , silence , ocean , array , program , candy , window , detail , feather , pilot .
Before the meeting , Mary wrote down the following lists of words . One was : array , pilot , silence , candy , window , detail , ocean , program , traffic , feather . And the other : pilot , detail , program , ocean , candy , window , traffic , feather , array , silence .
Before the meeting , Mary wrote down the following lists of words . One was : feather , array , pilot , silence , candy , window , detail , ocean , program , traffic . And the other : ocean , feather , array , candy , traffic , silence , pilot , program , detail , window .
